player,rating,elo,wins
RWKV-4-Raven-14B,-0.42415250951866335,1126.3171622522511,878
alpaca-13b,-0.5918963455538121,1097.1770733069116,1118
chatglm-6b,-0.9166623327023494,1040.7594428555228,649
claude-instant-v1,1.4084717717425055,1444.6766073537067,1493
claude-v1,1.5418126373779275,1467.8402882167734,2390
dolly-v2-12b,-1.3510743441997315,965.2943470692007,443
fastchat-t5-3b,-0.8464422278247389,1052.9579244823283,611
gpt-3.5-turbo,1.0578716703505076,1383.7711315980005,2524
gpt-4,1.921805482467363,1533.851806530797,2888
gpt4all-13b-snoozy,-0.34383134855026287,1140.270377047707,252
guanaco-33b,0.6667242085547891,1315.821857890663,436
koala-13b,0.0407377028678218,1207.0768638243637,1901
llama-13b,-1.5642433520875603,928.2630975338109,304
mpt-7b-chat,-0.375558160027582,1134.7588653865132,671
oasst-pythia-12b,-0.6011259648642112,1095.573724212282,1150
palm-2,0.4227636501453958,1273.441568162969,1125
stablelm-tuned-alpha-7b,-1.2092457980345652,989.9324890595577,485
vicuna-13b,0.510073267801321,1288.6088022289894,2667
vicuna-7b,0.1997287715623371,1234.6964413467354,883
wizardlm-13b,0.45424322049350946,1278.9101296409174,426
